permit_id,application_date,province,mining_type,mineral_type,company_size,project_area,estimated_duration,distance_to_water,distance_to_protected_area,distance_to_indigenous_land,expected_employment,environmental_assessment_score,public_comments_received,public_opposition_percentage,company_compliance_history,previous_permits,approval_time_months,approval_confidence,approval_probability,decision_date
NRCAN-A6707,2023-02-25,Ontario,Open-pit,Gold,Large,1574.47,8,40.52,65.17,62.2,168,6.73,623,85.2,7.28,2,14.5,Medium,0.55,2024-05-05
NRCAN-A6706,2020-10-07,Ontario,Underground,Gold,Small,1257.12,19,24.57,91.69,118.67,129,7.4,351,13.63,7.42,2,15.6,Medium,0.8,2022-01-18
NRCAN-A6705,2020-06-11,Ontario,Open-pit,Gold,Medium,4384.95,22,42.01,55.59,94.31,295,4.09,997,61.38,7.41,7,17.4,Medium,0.65,2021-11-15
NRCAN-A6704,2025-02-05,Ontario,Underground,Gold,Large,4852.35,12,2.54,89.52,84.26,376,2.31,508,56.03,7.78,2,23.5,Low,0.45,2027-01-11
NRCAN-A6703,2021-03-15,Ontario,Underground,Gold,Large,1596.58,9,6.89,19.31,7.17,244,8.51,857,9.78,7.79,9,9.9,High,0.9,2022-01-06
NRCAN-A6702,2021-06-13,Ontario,Open-pit,Gold,Medium,2242.14,20,35.33,81.11,41.03,156,4.15,629,40.38,7.17,1,9.8,Medium,0.7,2022-04-03
NRCAN-A7125,2021-08-20,Ontario,Open-pit,Silver,Medium,2799.25,9,43.64,34.77,86.48,153,6.53,158,66.22,5.46,4,19.5,Low,0.45,2023-03-28
NRCAN-A6701,2024-02-11,Ontario,Underground,Gold,Large,1086.38,19,36.23,83.75,59.26,159,5.52,132,74.62,5.69,11,23.2,Medium,0.5,2026-01-07
NRCAN-A6700,2020-09-18,Ontario,Open-pit,Gold,Medium,4064.73,18,24.28,98.41,30.56,381,6.0,540,92.5,4.02,5,24.1,Low,0.5,2022-09-11
NRCAN-A7126,2022-04-18,Ontario,Underground,Silver,Small,1260.48,5,33.48,86.77,73.62,104,6.44,25,75.95,10.0,14,17.6,Medium,0.6,2023-09-28
NRCAN-A7127,2020-09-24,Ontario,Underground,Silver,Large,4705.4,14,6.14,8.75,90.56,285,5.26,747,28.79,7.19,17,20.2,Medium,0.6,2022-05-23
NRCAN-A6699,2020-09-23,Ontario,Open-pit,Gold,Major,2054.96,27,21.19,38.92,11.87,180,4.46,396,65.27,9.91,2,19.6,Medium,0.55,2022-05-04
NRCAN-A6698,2022-12-02,Ontario,Open-pit,Gold,Medium,4763.13,25,25.05,90.68,51.74,304,2.16,1,35.47,9.03,6,18.4,Medium,0.65,2024-06-06
NRCAN-A6680,2024-05-25,Ontario,Open-pit,Copper,Major,3329.34,28,35.13,86.12,121.11,345,4.29,42,7.5,7.6,14,16.4,High,0.8,2025-09-28
NRCAN-A7123,2025-04-07,Ontario,Underground,Silver,Small,1511.92,26,39.79,23.52,20.26,232,8.59,798,79.68,8.68,7,19.2,Medium,0.75,2026-11-04
NRCAN-A7131,2024-01-30,Ontario,Open-pit,Silver,Major,78.16,11,11.25,98.43,27.67,41,5.35,817,72.85,6.1,19,15.9,Medium,0.5,2025-05-21
NRCAN-A6678,2020-08-18,Ontario,Open-pit,Gold,Medium,1630.42,16,39.96,26.61,33.57,171,7.23,715,53.4,6.69,18,20.2,Medium,0.6,2022-04-16
NRCAN-A7135,2024-10-25,Ontario,Underground,Silver,Small,4942.18,11,24.76,15.5,35.0,434,7.96,659,50.57,7.18,11,15.3,Medium,0.75,2026-01-27
NRCAN-A6659,2021-04-01,Ontario,Underground,Gold,Large,2246.66,19,25.07,21.85,9.84,173,6.06,423,71.26,3.9,16,18.8,Medium,0.5,2022-10-17
NRCAN-A6658,2025-01-29,Ontario,Underground,Gold,Large,221.92,17,32.17,73.49,124.19,77,4.73,708,76.01,5.93,7,17.3,Medium,0.5,2026-07-02
NRCAN-A7136,2022-03-21,Ontario,Open-pit,Silver,Large,2521.98,18,8.75,3.92,77.6,298,4.64,951,38.33,4.6,8,25.5,Low,0.5,2024-04-24
NRCAN-A6657,2023-02-02,Ontario,Open-pit,Gold,Medium,4875.86,25,48.83,73.85,22.14,431,8.11,362,63.2,8.46,3,17.6,Medium,0.7,2024-07-14
NRCAN-A6656,2022-03-16,Ontario,Open-pit,Gold,Small,2664.43,21,27.93,73.66,71.1,268,6.57,917,50.18,6.26,12,22.0,Medium,0.55,2024-01-05
NRCAN-A6655,2025-10-14,Ontario,Open-pit,Gold,Large,2084.25,10,19.69,78.51,46.83,205,4.52,644,13.72,8.5,8,10.9,High,0.8,2026-09-06
NRCAN-A6660,2023-07-26,Ontario,Open-pit,Nickel,Medium,52.05,9,41.07,31.08,11.17,105,5.36,965,46.92,4.48,19,12.3,Medium,0.65,2024-07-29
NRCAN-A6654,2025-05-29,Ontario,Underground,Gold,Medium,4305.11,18,43.61,32.47,13.46,334,4.99,327,81.9,4.5,3,23.3,Low,0.5,2027-04-28
NRCAN-A6652,2022-12-31,Ontario,Open-pit,Gold,Major,2331.84,5,27.45,44.93,8.45,151,4.61,199,77.54,10.0,9,11.3,Medium,0.6,2023-12-05
NRCAN-A6651,2024-03-02,Ontario,Underground,Gold,Large,1871.41,20,2.08,92.3,48.09,256,5.21,302,10.67,5.12,8,16.4,Medium,0.7,2025-07-06
NRCAN-A6650,2024-08-06,Ontario,Underground,Gold,Major,4068.51,23,17.45,82.43,48.38,225,6.15,606,98.12,7.12,13,16.4,Medium,0.65,2025-12-10
NRCAN-A7137,2023-10-30,Ontario,Underground,Silver,Major,4739.24,2,31.42,46.47,42.95,354,4.66,884,23.24,8.74,14,5.9,High,0.8,2024-04-24
NRCAN-A6649,2021-11-11,Ontario,Underground,Gold,Large,1670.5,11,27.26,67.71,89.49,155,3.73,321,36.46,7.88,1,17.9,Medium,0.55,2023-05-02
NRCAN-A7138,2023-08-13,Ontario,Open-pit,Silver,Small,4577.0,20,40.42,12.59,63.7,281,4.69,686,39.12,7.62,18,16.4,High,0.8,2024-12-16
NRCAN-A6648,2020-06-23,Ontario,Underground,Asbestos,Large,4806.39,10,14.67,67.7,127.75,312,6.96,833,91.14,5.11,4,18.2,Low,0.5,2021-12-21
NRCAN-A6653,2025-09-07,Ontario,Open-pit,Gold,Large,3428.02,13,17.45,56.05,15.2,351,3.57,111,69.97,5.65,14,29.5,Low,0.4,2028-02-09
NRCAN-A6661,2023-08-02,Ontario,Underground,Gold,Small,2987.96,18,32.15,57.54,134.2,173,6.89,677,94.17,4.57,3,23.7,Low,0.45,2025-07-13
NRCAN-A6662,2022-08-10,Ontario,Open-pit,Gold,Major,290.44,16,5.52,39.95,39.11,153,5.22,326,18.18,6.16,17,16.2,Medium,0.65,2023-12-09
NRCAN-A6663,2020-08-06,Ontario,Open-pit,Asbestos,Small,4289.22,7,12.36,24.92,148.01,323,4.84,273,20.43,5.21,8,15.6,Medium,0.7,2021-11-17
NRCAN-A6677,2023-08-03,Ontario,Underground,Copper,Large,2355.69,3,48.28,12.58,40.27,283,8.11,732,24.61,7.13,0,11.2,High,0.85,2024-07-04
NRCAN-A6676,2021-11-20,Ontario,Open-pit,Gold,Large,3049.8,24,21.21,27.96,91.73,242,4.08,124,65.76,8.35,5,20.6,Medium,0.6,2023-07-31
NRCAN-A7132,2021-11-06,Ontario,Open-pit,Silver,Large,4689.71,27,43.13,11.93,43.38,391,5.82,121,30.19,6.71,1,13.5,Medium,0.65,2022-12-16
NRCAN-A6675,2024-01-27,Ontario,Underground,Gold,Major,2775.11,8,24.96,85.74,119.34,254,5.64,114,25.33,6.2,5,14.6,Medium,0.65,2025-04-09
NRCAN-A6674,2025-10-07,Ontario,Underground,Gold,Major,3735.91,23,12.15,56.83,24.15,312,5.57,853,12.35,6.14,8,17.2,Medium,0.7,2027-03-07
NRCAN-A6673,2024-07-27,Ontario,Underground,Copper,Small,2247.05,12,40.39,26.4,75.87,149,3.25,319,73.43,5.02,7,27.3,Low,0.35,2026-10-24
NRCAN-A6672,2020-11-25,Ontario,Open-pit,Copper,Small,1241.1,4,45.53,26.9,107.4,158,8.06,307,87.62,5.38,15,19.3,Medium,0.6,2022-06-27
NRCAN-A6671,2025-09-26,Ontario,Open-pit,Gold,Large,1487.42,26,29.74,96.1,38.9,259,9.63,591,37.94,7.73,19,13.8,High,0.9,2026-11-14
NRCAN-A6670,2022-12-22,Ontario,Open-pit,Gold,Large,873.11,12,9.56,65.45,37.99,110,3.1,425,64.13,7.84,6,19.8,Low,0.45,2024-08-07
NRCAN-A7133,2024-10-15,Ontario,Underground,Silver,Large,2231.43,24,24.32,78.22,31.9,228,8.65,699,12.43,5.75,6,16.2,High,0.8,2026-02-13
NRCAN-A6669,2023-04-05,Ontario,Underground,Gold,Major,2879.38,28,12.16,12.28,53.94,199,4.28,877,88.69,9.02,3,18.1,Medium,0.55,2024-09-29
NRCAN-A6668,2023-03-21,Ontario,Open-pit,Gold,Medium,1854.03,21,24.54,77.88,44.95,226,7.65,94,93.51,5.11,17,19.0,Medium,0.65,2024-10-11
NRCAN-A6667,2022-08-28,Ontario,Underground,Gold,Medium,3770.53,4,11.47,95.66,141.02,274,3.82,404,60.65,9.33,13,21.8,Low,0.5,2024-06-12
NRCAN-A7134,2021-09-12,Ontario,Open-pit,Silver,Medium,2610.18,9,22.68,12.59,64.87,314,3.44,386,11.29,6.21,18,24.0,Medium,0.55,2023-09-02
NRCAN-A6666,2023-09-18,Ontario,Open-pit,Gold,Medium,253.53,26,35.94,10.53,42.4,182,5.33,88,87.35,8.23,0,16.1,Medium,0.55,2025-01-13
NRCAN-A6665,2025-03-31,Ontario,Open-pit,Gold,Large,170.95,12,2.35,12.11,2.75,65,6.18,578,11.27,3.56,0,19.0,Medium,0.5,2026-10-22
NRCAN-A6664,2023-05-07,Ontario,Underground,Gold,Large,4037.36,25,26.93,2.23,78.2,314,4.76,536,11.11,4.57,6,19.6,Low,0.5,2024-12-15
NRCAN-A6679,2025-04-03,Ontario,Underground,Gold,Medium,726.11,2,5.46,44.91,138.74,72,7.41,629,24.43,7.57,5,11.7,Medium,0.8,2026-03-20
NRCAN-A6711,2024-01-31,Ontario,Open-pit,Gold,Major,3624.46,18,20.64,16.89,27.39,330,2.65,443,64.22,6.78,15,27.8,Low,0.4,2026-05-14
NRCAN-A6712,2024-03-02,Ontario,Open-pit,Gold,Large,3449.66,15,17.61,57.4,49.38,361,5.17,718,17.26,8.68,8,11.5,High,0.8,2025-02-10
NRCAN-A6713,2021-05-24,Ontario,Open-pit,Gold,Large,2741.03,24,1.84,60.27,97.54,165,6.23,750,2.08,8.43,12,12.2,Medium,0.75,2022-05-25
NRCAN-A6762,2023-11-30,Ontario,Underground,Lead,Large,253.13,10,8.58,90.3,59.69,100,8.12,691,79.07,9.44,18,12.1,Medium,0.7,2024-11-27
NRCAN-A6761,2024-03-02,Ontario,Open-pit,Lead,Small,1792.73,13,32.31,91.98,30.25,230,6.1,258,64.28,8.5,15,15.5,Medium,0.65,2025-06-10
NRCAN-A6760,2022-07-24,Ontario,Open-pit,Zinc,Medium,1909.46,13,5.16,3.26,86.24,110,3.84,187,38.02,7.5,17,20.7,Low,0.4,2024-04-05
NRCAN-A7114,2024-06-21,Ontario,Open-pit,Silver,Large,3918.57,20,4.67,22.06,124.84,237,7.77,51,78.07,10.0,13,19.2,Medium,0.75,2026-01-18
NRCAN-A6759,2024-12-24,Ontario,Underground,Silver,Small,1593.7,13,42.94,88.79,101.84,243,7.96,29,28.74,2.15,2,17.9,Medium,0.75,2026-06-14
NRCAN-A6758,2023-02-22,Ontario,Underground,Silver,Medium,669.74,7,33.81,13.16,111.51,150,2.62,234,67.64,2.41,19,22.2,Low,0.35,2024-12-19
NRCAN-A6757,2022-02-07,Ontario,Underground,Silver,Major,1535.4,9,32.1,20.29,30.85,169,3.91,691,98.01,7.31,9,21.0,Low,0.45,2023-10-30
NRCAN-A6763,2021-12-31,Ontario,Open-pit,Lead,Major,2325.53,28,0.81,94.94,71.72,220,7.12,151,47.08,6.23,3,19.7,Medium,0.6,2023-08-14
NRCAN-A7115,2021-07-11,Ontario,Underground,Silver,Medium,1342.26,16,22.94,7.82,141.79,211,8.27,943,86.0,2.97,17,21.8,Low,0.45,2023-04-26
NRCAN-A6755,2022-06-10,Ontario,Open-pit,Silver,Medium,3469.18,18,39.84,3.2,2.1,280,5.31,559,95.05,6.64,9,36.0,Low,0.25,2025-05-25
NRCAN-A6754,2021-01-30,Ontario,Underground,Silver,Small,1349.57,27,38.76,39.78,136.08,104,6.33,53,0.56,7.79,5,10.5,Medium,0.7,2021-12-11
NRCAN-A6753,2024-03-13,Ontario,Underground,Silver,Large,1800.54,1,37.92,91.26,0.32,255,5.97,388,68.9,7.72,10,24.9,Medium,0.55,2026-03-30
NRCAN-A6752,2023-05-17,Ontario,Underground,Silver,Large,2065.65,25,22.69,94.22,2.03,281,5.59,904,36.82,7.52,3,22.5,Medium,0.65,2025-03-22
NRCAN-A6751,2025-01-08,Ontario,Underground,Silver,Medium,1583.21,2,26.57,66.14,53.49,188,8.19,380,64.87,4.96,5,15.1,Medium,0.55,2026-04-06
NRCAN-A6750,2020-08-25,Ontario,Open-pit,Silver,Medium,4803.79,3,42.97,71.8,48.76,289,6.06,305,96.23,8.08,2,16.2,Medium,0.6,2021-12-24
NRCAN-A7116,2022-07-24,Ontario,Open-pit,Silver,Major,86.59,2,4.27,83.69,132.3,23,2.42,885,72.12,5.5,15,21.5,Low,0.35,2024-04-29
NRCAN-A6756,2020-05-25,Ontario,Open-pit,Silver,Medium,2949.84,1,38.05,33.27,4.97,186,5.55,264,34.44,10.0,15,20.5,Medium,0.65,2022-01-30
NRCAN-A6764,2021-05-13,Ontario,Open-pit,Lead,Medium,4182.68,6,10.79,82.99,87.37,261,7.42,667,22.21,6.24,4,14.6,Medium,0.75,2022-07-25
NRCAN-A6765,2020-11-20,Ontario,Underground,Barite,Large,910.03,5,7.8,7.89,29.76,62,3.52,678,98.15,7.74,14,28.5,Low,0.25,2023-03-25
NRCAN-A7113,2024-03-02,Ontario,Underground,Silver,Small,2543.06,24,6.74,36.15,43.16,313,3.61,231,49.52,8.82,5,18.6,Medium,0.6,2025-09-11
NRCAN-A7110,2022-06-18,Ontario,Open-pit,Silver,Small,4289.97,24,7.39,42.7,91.63,258,4.12,144,51.87,6.57,0,22.9,Low,0.5,2024-05-05
NRCAN-A6779,2023-09-07,Ontario,Underground,Silver,Small,1134.47,23,10.15,48.34,145.09,252,5.7,946,88.23,6.14,5,28.3,Low,0.5,2026-01-03
NRCAN-A6778,2024-07-08,Ontario,Open-pit,Silver,Large,1238.64,28,33.0,92.94,137.55,228,5.99,3,11.4,7.11,18,14.4,High,0.8,2025-09-13
NRCAN-A6777,2025-04-29,Ontario,Open-pit,Silver,Major,2233.12,25,46.11,98.55,34.93,168,5.42,282,80.81,8.42,15,17.6,Medium,0.6,2026-10-09
NRCAN-A6776,2025-10-29,Ontario,Open-pit,Silver,Medium,4384.95,12,37.74,17.6,105.08,416,6.06,686,0.35,5.44,16,13.9,Medium,0.7,2026-12-20
NRCAN-A6775,2022-07-10,Ontario,Open-pit,Silver,Large,4428.36,5,11.4,57.92,59.25,382,9.81,266,52.72,5.32,1,17.2,Medium,0.6,2023-12-08
NRCAN-A7111,2023-04-08,Ontario,Open-pit,Silver,Large,4475.27,2,13.99,89.97,84.53,336,4.99,28,62.4,10.0,14,20.1,Medium,0.65,2024-12-01
NRCAN-A6774,2024-07-05,Ontario,Open-pit,Silver,Medium,2705.92,23,29.33,38.91,119.08,186,6.62,468,34.97,5.49,10,16.1,Medium,0.65,2025-10-31
NRCAN-A6773,2022-02-24,Ontario,Open-pit,Silver,Large,1443.93,24,44.96,85.82,71.38,203,1.77,269,92.38,7.54,2,24.7,Low,0.45,2024-03-06
NRCAN-A6772,2022-08-03,Ontario,Open-pit,Silver,Medium,2085.53,13,16.72,75.27,130.23,298,7.34,360,31.45,10.0,12,11.9,High,0.9,2023-07-26
NRCAN-A6771,2023-08-15,Ontario,Open-pit,Silver,Small,3438.42,14,44.41,59.46,66.76,230,5.73,664,34.73,7.9,8,13.7,High,0.8,2024-09-29
NRCAN-A6770,2022-03-31,Ontario,Open-pit,Silver,Major,3806.82,3,42.49,93.42,61.97,341,8.28,720,0.17,9.54,17,11.4,High,0.9,2023-03-08
NRCAN-A7112,2024-11-17,Ontario,Open-pit,Silver,Small,2992.24,15,32.32,97.24,107.84,282,5.63,55,8.33,6.31,0,17.4,Medium,0.65,2026-04-23
NRCAN-A6769,2024-09-26,Ontario,Underground,Silver,Medium,2810.79,5,7.66,19.7,77.1,163,6.63,81,65.53,7.01,5,15.7,Medium,0.55,2026-01-10
NRCAN-A6768,2024-05-28,Ontario,Open-pit,Silver,Small,1859.31,11,28.22,71.34,99.03,270,6.45,208,73.92,5.1,0,25.7,Low,0.5,2026-07-08
NRCAN-A6767,2022-10-05,Ontario,Underground,Silver,Medium,2364.54,14,10.83,8.31,46.34,172,4.43,842,17.64,7.54,0,19.6,Medium,0.5,2024-05-15
NRCAN-A6766,2020-12-10,Ontario,Open-pit,Gold,Large,736.83,10,5.19,62.28,109.36,205,3.79,694,41.26,6.29,9,18.4,Medium,0.55,2022-06-15
NRCAN-A6749,2022-02-28,Ontario,Open-pit,Barite,Medium,4948.74,26,36.03,66.46,75.59,301,6.59,712,18.08,5.89,8,18.6,Medium,0.7,2023-09-09
NRCAN-A6748,2025-11-06,Ontario,Underground,Silver,Large,3266.07,14,49.58,91.45,50.67,292,6.38,333,66.54,6.92,12,15.4,Medium,0.55,2027-02-11
NRCAN-A7117,2024-04-13,Ontario,Underground,Silver,Medium,2041.4,13,19.71,87.07,58.7,219,7.03,513,41.86,6.08,16,12.9,High,0.8,2025-05-05
NRCAN-A6747,2024-12-04,Ontario,Open-pit,Lead,Medium,3881.99,15,22.85,49.08,31.87,231,4.39,518,3.05,7.93,5,11.5,Medium,0.75,2025-11-14
NRCAN-A6728,2025-01-26,Ontario,Open-pit,Gold,Small,3945.01,25,31.77,78.55,42.77,340,6.08,290,80.26,7.85,1,21.7,Medium,0.6,2026-11-08
NRCAN-A6727,2022-07-24,Ontario,Underground,Gold,Small,1641.37,22,6.19,50.73,56.31,245,3.83,25,78.13,6.63,11,26.8,Low,0.4,2024-10-05
NRCAN-A6726,2021-05-24,Ontario,Open-pit,Gold,Small,1626.11,7,35.38,88.36,110.79,245,4.01,21,49.27,6.16,4,10.6,Medium,0.65,2022-04-07
NRCAN-A6725,2022-02-16,Ontario,Underground,Gold,Large,1628.77,7,41.4,3.39,35.49,110,4.31,584,68.91,9.54,18,23.4,Low,0.4,2024-01-19
NRCAN-A6724,2024-09-21,Ontario,Open-pit,Gold,Small,2553.34,26,19.57,87.93,80.98,243,4.46,884,70.71,6.13,16,17.7,Medium,0.55,2026-03-06
NRCAN-A6723,2022-07-16,Ontario,Open-pit,Gold,Large,4082.17,25,17.71,57.34,138.14,217,9.48,551,15.9,5.32,5,13.2,Medium,0.75,2023-08-16
NRCAN-A6722,2020-09-20,Ontario,Underground,Gold,Small,1793.31,12,17.67,21.59,88.94,246,4.29,640,22.38,6.26,5,14.7,Medium,0.65,2021-12-05
NRCAN-A6721,2024-08-26,Ontario,Open-pit,Gold,Major,3372.6,3,44.66,1.58,71.46,207,7.91,362,32.09,5.43,12,18.0,Medium,0.6,2026-02-17
NRCAN-A6720,2025-05-31,Ontario,Underground,Gold,Major,893.7,4,40.84,96.84,110.99,70,7.34,174,60.81,8.5,5,13.0,Medium,0.65,2026-06-25
NRCAN-A7121,2022-03-07,Ontario,Open-pit,Silver,Large,1393.68,11,22.18,20.15,27.91,97,7.64,566,91.2,5.42,10,19.5,Medium,0.6,2023-10-13
NRCAN-A7122,2022-10-26,Ontario,Open-pit,Silver,Large,1208.08,14,18.14,11.47,73.36,112,5.69,546,34.37,5.26,8,14.2,Medium,0.65,2023-12-26
NRCAN-A6719,2022-08-15,Ontario,Open-pit,Copper,Large,142.87,14,9.16,62.81,7.0,29,3.49,890,84.0,5.71,1,23.1,Low,0.3,2024-07-08
NRCAN-A6718,2024-07-20,Ontario,Open-pit,Gold,Medium,1999.11,15,36.16,31.37,148.12,273,5.46,288,25.88,9.35,18,13.8,High,0.8,2025-09-07
NRCAN-A6717,2024-07-08,Ontario,Open-pit,Gold,Major,257.05,14,44.88,23.55,121.57,52,9.11,493,67.79,6.2,18,16.9,Medium,0.6,2025-11-26
NRCAN-A6716,2022-08-27,Ontario,Open-pit,Gold,Medium,4295.57,26,44.21,24.47,4.7,387,3.12,939,15.64,9.56,13,26.1,Medium,0.55,2024-10-18
NRCAN-A6715,2024-04-09,Ontario,Open-pit,Copper,Small,4186.32,21,13.71,8.9,106.86,337,4.46,712,15.72,9.03,3,22.2,Medium,0.55,2026-02-04
NRCAN-A6714,2025-06-28,Ontario,Open-pit,Gold,Medium,1742.09,11,34.41,49.06,78.57,163,6.59,963,47.65,5.28,12,14.2,Medium,0.65,2026-08-28
NRCAN-A6729,2020-10-09,Ontario,Open-pit,Gold,Major,3558.47,19,0.59,94.87,37.26,331,4.44,544,44.22,5.0,2,21.6,Low,0.5,2022-07-19
NRCAN-A6647,2021-11-16,Ontario,Open-pit,Gold,Medium,2960.59,1,38.58,67.01,49.79,207,7.7,664,27.99,8.36,10,7.9,High,0.9,2022-07-11
NRCAN-A7120,2024-09-14,Ontario,Open-pit,Silver,Small,673.96,19,9.35,37.59,56.31,176,7.47,678,0.58,6.42,0,14.4,Medium,0.7,2025-11-20
NRCAN-A6731,2022-09-05,Ontario,Open-pit,Gold,Large,390.01,7,40.77,88.37,84.5,107,7.34,421,8.15,5.52,18,8.5,Medium,0.75,2023-05-18
NRCAN-A6746,2023-06-07,Ontario,Underground,Lead,Small,1536.75,19,49.49,11.01,31.29,258,3.98,372,81.47,8.87,19,25.2,Low,0.5,2025-07-02
NRCAN-A6745,2023-05-18,Ontario,Open-pit,Silver,Medium,4566.19,9,0.64,83.51,50.72,395,4.47,114,17.64,6.59,7,19.4,Medium,0.55,2024-12-20
NRCAN-A6744,2025-07-04,Ontario,Open-pit,Lead,Medium,3943.48,19,19.37,75.18,86.22,228,10.0,338,0.31,6.34,0,12.9,Medium,0.75,2026-07-26
NRCAN-A6743,2022-10-25,Ontario,Underground,Lead,Major,1309.68,3,31.1,43.58,126.44,191,3.18,964,86.98,7.09,14,23.1,Low,0.45,2024-09-17
NRCAN-A6742,2022-10-06,Ontario,Underground,Lead,Major,2092.03,1,46.16,33.73,128.98,214,5.55,309,77.55,5.91,4,16.8,Low,0.5,2024-02-22
NRCAN-A6741,2023-04-28,Ontario,Open-pit,Molybdenum,Small,4179.58,25,14.92,92.57,27.94,349,2.44,596,69.66,5.28,12,28.3,Low,0.4,2025-08-24
NRCAN-A6740,2025-03-10,Ontario,Open-pit,Iron,Large,607.22,8,0.61,94.29,138.5,102,2.16,440,62.47,4.43,10,28.2,Low,0.2,2027-07-04
NRCAN-A7118,2022-05-20,Ontario,Underground,Silver,Medium,2543.79,18,16.2,45.05,114.33,259,3.07,288,25.75,9.34,7,25.2,Medium,0.65,2024-06-14
NRCAN-A6739,2022-03-25,Ontario,Open-pit,Copper,Medium,2767.56,26,11.65,42.19,102.12,215,3.98,415,31.91,3.99,8,20.8,Medium,0.55,2023-12-09
NRCAN-A7119,2025-03-11,Ontario,Open-pit,Silver,Large,1493.34,29,19.63,54.24,54.75,244,6.2,186,38.92,4.98,3,18.2,Medium,0.65,2026-09-08
NRCAN-A6738,2025-10-25,Ontario,Open-pit,Silver,Small,356.98,9,9.05,48.73,107.42,215,8.94,602,9.94,7.04,15,7.8,High,0.9,2026-06-16
NRCAN-A6737,2025-06-19,Ontario,Underground,Silver,Medium,821.97,8,13.83,5.79,73.47,120,4.95,651,25.75,2.32,10,17.7,Low,0.45,2026-12-02
NRCAN-A6736,2020-09-09,Ontario,Open-pit,Copper,Large,2843.42,13,31.73,52.41,47.3,276,9.07,134,14.98,9.02,6,14.5,High,0.9,2021-11-18
NRCAN-A6735,2020-11-27,Ontario,Open-pit,Gold,Small,2988.02,18,45.0,70.84,37.09,178,8.29,850,8.7,9.86,14,13.6,High,0.85,2022-01-09
NRCAN-A6734,2024-12-29,Ontario,Open-pit,Barite,Major,4447.23,10,39.71,94.95,4.53,232,3.6,195,33.17,2.87,3,27.3,Low,0.4,2027-03-28
NRCAN-A6733,2025-04-30,Ontario,Underground,Lead,Medium,1337.11,22,9.11,52.1,129.27,149,6.7,914,47.34,8.44,16,12.9,Medium,0.75,2026-05-22
NRCAN-A6732,2025-07-03,Ontario,Open-pit,Zinc,Medium,4139.23,25,31.32,84.44,143.27,342,1.51,634,1.21,5.57,17,24.6,Medium,0.55,2027-07-11
NRCAN-A6730,2020-08-20,Ontario,Open-pit,Gold,Small,2456.14,1,38.26,58.79,139.94,225,4.61,700,91.21,5.48,10,17.8,Medium,0.55,2022-02-05
NRCAN-A6646,2025-03-27,Ontario,Open-pit,Gold,Large,3701.12,12,15.27,72.26,87.37,373,4.75,67,9.97,8.49,15,11.4,High,0.8,2026-03-04
NRCAN-A6645,2020-07-24,Ontario,Underground,Copper,Major,2263.66,27,6.52,36.92,131.04,296,5.41,842,24.73,6.69,14,16.9,Medium,0.7,2021-12-12
NRCAN-A6644,2025-04-29,Ontario,Underground,Gold,Medium,1974.46,8,18.01,94.47,112.01,194,6.97,660,20.87,7.88,6,13.2,Medium,0.75,2026-05-30
NRCAN-A6558,2025-07-17,Ontario,Underground,Gold,Major,928.39,9,30.39,0.25,9.25,221,5.34,388,65.2,3.91,13,22.4,Low,0.35,2027-05-20
NRCAN-A6557,2022-01-31,Ontario,Open-pit,Gold,Large,3639.28,11,31.45,31.0,96.35,334,5.2,615,54.47,7.36,13,17.1,Medium,0.65,2023-06-28
NRCAN-A6556,2022-02-21,Ontario,Open-pit,Gold,Large,2072.86,25,46.08,63.12,11.48,291,1.0,291,87.92,7.79,14,22.9,Low,0.5,2024-01-09
NRCAN-A6555,2022-12-27,Ontario,Open-pit,Gold,Medium,4801.87,5,26.71,84.63,133.87,386,6.35,969,71.99,6.9,10,21.2,Medium,0.55,2024-09-23
NRCAN-A6554,2020-06-28,Ontario,Open-pit,Gold,Major,1211.03,24,16.99,67.71,38.75,136,4.96,976,43.79,6.79,16,11.1,Medium,0.65,2021-05-27
NRCAN-A6553,2024-02-10,Ontario,Underground,Gold,Small,2130.81,9,9.86,9.67,68.45,234,3.02,361,14.48,8.14,5,22.7,Low,0.4,2025-12-22
NRCAN-A6552,2024-10-31,Ontario,Open-pit,Gold,Major,2861.19,29,17.7,60.87,149.08,285,6.13,510,25.11,2.22,11,18.0,Medium,0.7,2026-04-24
NRCAN-A7157,2021-08-19,Ontario,Open-pit,Silver,Major,2881.04,21,31.45,49.21,109.46,329,4.17,447,51.21,5.81,16,24.5,Medium,0.55,2023-08-24
NRCAN-A6551,2024-03-14,Ontario,Open-pit,Gold,Major,2665.3,11,35.05,60.71,31.13,264,6.68,666,20.71,5.82,2,11.6,Medium,0.65,2025-02-25
NRCAN-A7158,2020-12-17,Ontario,Open-pit,Silver,Large,1597.5,20,10.82,35.58,94.19,105,7.59,546,78.58,8.34,15,20.7,Medium,0.7,2022-08-30
NRCAN-A7159,2023-05-05,Ontario,Open-pit,Silver,Medium,2624.24,10,14.91,7.77,56.65,164,2.21,758,67.5,8.65,4,31.4,Low,0.2,2025-12-02
NRCAN-A6549,2023-01-28,Ontario,Underground,Gold,Large,1322.68,4,22.64,36.8,57.7,100,8.15,107,78.09,6.29,13,18.2,Medium,0.6,2024-07-27
NRCAN-A6548,2021-09-18,Ontario,Underground,Gold,Major,1677.51,5,15.74,1.23,118.78,95,7.7,402,75.95,5.91,14,23.7,Low,0.4,2023-08-30
